
2026-09-16T22:41:41.629552,WhatsApp_Image_2026-09-16_at_7.47.16_PM.jpeg,DETECTED,3,shipwreck,85.54
2026-09-16T22:49:58.243130,Bluefin-9-Sonar-Data.jpg,DETECTED,1,shipwreck,85.01
2026-09-16T22:51:11.497586,WhatsApp_Image_2026-09-16_at_10.50.07_PM.jpeg,DETECTED,5,shipwreck,76.12
